Year,Month,"Facility Reference 
Number",Licence Holder,Site Common Name,Latitude (Decimal Degrees),Longitude (Decimal Degrees),Fish Health Zone,Number of Counts Performed,Average L. salmonis motiles per fish,Average L. salmonis females per fish,Average chalimus per fish,Average caligus per fish,Comments,Year Class,,
2018,September,1136,Marine Harvest Canada,Shaw Point,50.48527,-125.88981,3.2,5,8.49,3.19,2.55,0.85,Management action planned (In-feed treatment),Brood,,
2018,September,380,Marine Harvest Canada,Sonora Point,50.42362,-125.30517,3.2,4,1.03,0.46,3.47,0.90,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1,,
2018,September,1144,Cermaq Canada,Burdwood,50.7969,-126.49581,3.3,2,0.61,0.21,0.03,0.14,,1,,
2018,September,458,Cermaq Canada,Cypress Harbour,50.83772,-126.66313,3.3,1,0.17,0.08,0.03,0.00,,Brood,,
2018,September,869,Cermaq Canada,Maude Island,50.85271,-126.75743,3.3,1,0.00,0.00,0.00,0.00,,1,,
2018,September,728,Cermaq Canada,Sir Edmund Bay,50.83096,-126.59684,3.3,1,0.12,0.00,0.00,0.00,,1,,
2018,September,1825,Grieg Seafood BC,Noo-la,50.60799,-126.36301,3.3,2,0.01,0.01,0.00,0.00,,1,,
2018,September,1839,Grieg Seafood BC,Wa-kwa,50.60106,-126.34741,3.3,1,0.05,0.02,0.05,0.00,,1,,
2018,September,1586,Marine Harvest Canada,Doctor Islets,50.65373,-126.28925,3.3,4,0.04,0.01,0.00,0.01,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1,,
2018,September,821,Marine Harvest Canada,Glacier Falls,50.84785,-126.31921,3.3,1,0.88,0.37,0.15,0.07,,2,,
2018,September,1618,Marine Harvest Canada,Humphrey Rock,50.69682,-126.25532,3.3,4,0.04,0.02,0.00,0.00,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2,,
2018,September,467,Marine Harvest Canada,Midsummer,50.65784,-126.66298,3.3,3,1.06,0.29,0.66,0.15,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2,,
2018,September,141,Marine Harvest Canada,Port Elizabeth,50.67099,-126.47653,3.3,3,0.02,0.01,0.00,0.00,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1,,
2018,September,1059,Marine Harvest Canada,Sargeaunt Pass,50.67346,-126.18595,3.3,1,0.05,0.02,0.00,0.00,,2,,
2018,September,465,Marine Harvest Canada,Swanson,50.61871,-126.70473,3.3,4,0.30,0.05,0.41,0.11,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1,,
2018,September,820,Marine Harvest Canada,Wicklow Point,50.78659,-126.69153,3.3,4,1.48,0.50,0.61,0.56,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1,,
2018,September,1288,Marine Harvest Canada,Doyle Island,50.81456,-127.48698,3.4,4,2.68,1.23,2.66,0.88,Bi-weekly counts; Management action planned (Bath Treatment),1,,
2018,September,7053,Marine Harvest Canada,Ghi ya,50.90078,-127.93638,3.4,0,,,,,Fallow,,,
2018,September,1351,Marine Harvest Canada,Marsh Bay,50.90567,-127.34239,3.4,2,1.63,0.99,1.53,0.91,,2,,
2018,September,1382,Marine Harvest Canada,Robertson,50.93155,-127.42258,3.4,3,0.08,0.03,0.11,0.04,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1,,
2018,September,1350,Marine Harvest Canada,Shelter Bay,50.96555,-127.45345,3.4,2,2.91,1.51,0.34,0.28,"In-feed treatment; Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2,,
2018,September,831,Marine Harvest Canada,Shelter Pass,50.88414,-127.5004,3.4,3,1.46,0.49,1.18,0.69,"Management action planned (Bath Treatment); Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1,,
2018,September,7054,Marine Harvest Canada,Wanx talis,50.89322,-127.89568,3.4,0,,,,,Count(s) not required (harvesting),2,,
2018,September,1702,Marine Harvest Canada,Goat Cove,52.78726,-128.4199,3.5,3,0.04,0.03,0.96,0.07,,2,,
2018,September,1691,Marine Harvest Canada,Kid Bay,52.80048,-128.40111,3.5,4,0.29,0.03,4.45,0.73,,1,,
2019,April,1537,Cermaq Canada,Bare Bluff,49.32702,-125.79902,2.3,0,,,,,Fallow,,,
2019,April,227,Cermaq Canada,Bawden,49.30798,-126.00721,2.3,1,0.01,0.01,0.02,0.01,Count(s) not required (<4 pens),1,,
2019,April,520,Cermaq Canada,Bedwell,49.26548,-125.81247,2.3,2,15.89,6.89,1.84,0.03,Harvesting,2,,
2019,April,1148,Cermaq Canada,Binns Island,49.34182,-125.95328,2.3,0,,,,,Count(s) not required (<4 pens),1,,
2019,April,234,Cermaq Canada,Dixon Bay,49.40478,-126.15072,2.3,3,0.21,0.03,1.48,0.94,,1,,
2019,April,1507,Cermaq Canada,Millar Channel,49.37622,-126.09003,2.3,2,0.13,0.01,3.07,3.51,,1,,
2019,April,543,Cermaq Canada,Mussel Rock,49.25925,-125.86762,2.3,1,0.00,0.00,0.00,0.10,Count(s) not performed (health management action),1,,
2019,April,6668,Cermaq Canada,Plover Point,49.21433,-125.76693,2.3,3,3.78,1.41,0.24,0.07,,2,,
2019,April,314,Cermaq Canada,Ross Pass,49.32437,-126.04849,2.3,2,0.05,0.02,0.06,0.03,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1,,
2019,April,527,Cermaq Canada,Saranac Island,49.24803,-125.90671,2.3,0,,,,,Count(s) not performed (health management action),1,,
2019,April,1789,Grieg Seafood BC,Concepcion,49.65923,-126.47587,2.4,2,0.11,0.04,0.07,0.12,,1,,
2019,April,1863,Grieg Seafood BC,Esperanza,49.87814,-126.76145,2.4,2,2.60,1.30,0.37,0.00,Medicinal bath treatment,2,,
2019,April,1762,Grieg Seafood BC,Gore,49.6466,-126.43167,2.4,2,0.10,0.03,0.08,0.02,,1,,
2019,April,1862,Grieg Seafood BC,Hecate,49.86799,-126.7573,2.4,2,4.13,2.16,0.06,0.05,Harvesting,2,,
2019,April,1849,Grieg Seafood BC,Muchalat North,49.64394,-126.33953,2.4,3,0.07,0.03,0.00,0.00,,1,,
2019,April,1079,Grieg Seafood BC,Steamer,49.8868,-126.7911,2.4,2,4.17,1.38,1.28,0.02,,2,,
2019,April,1705,Grieg Seafood BC,Williamson,49.65623,-126.42849,2.4,2,0.03,0.00,0.06,0.00,,1,,
2019,April,144,MOWI Canada West,Koskimo,50.45861,-127.88988,2.4,3,0.27,0.08,2.80,2.01,,1,,
2019,April,1238,MOWI Canada West,Mahatta West,50.469,-127.83538,2.4,5,0.31,0.08,1.34,1.39,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1,,
2019,April,1237,MOWI Canada West,Monday Rocks,50.48588,-127.87584,2.4,4,0.44,0.13,2.08,2.39,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1,,
2019,April,1698,Grieg Seafood BC,Ahlstrom,49.7793,-124.15395,3.1,0,,,,,Count(s) not required (<4 pens),1,,
2019,April,1697,Grieg Seafood BC,Culloden,49.79595,-124.10162,3.1,2,0.47,0.04,0.24,0.03,,1,,
2019,April,332,Grieg Seafood BC,Salten,49.61535,-123.83407,3.1,2,0.02,0.00,0.07,0.00,,1,,
2019,April,746,Grieg Seafood BC,Site 13,49.6291,-123.84265,3.1,2,0.01,0.00,0.25,0.04,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1,,
2019,April,221,Grieg Seafood BC,Vantage,49.67226,-123.86019,3.1,2,0.05,0.00,0.70,0.00,,1,,
2019,April,303,MOWI Canada West,Glacial Creek,50.01008,-123.90241,3.1,1,0.17,0.00,0.00,0.32,Count(s) not required (broodstock in spawning year),Brood,,
2019,April,304,Cermaq Canada,Raza Island,50.32159,-125.00882,3.2,2,1.33,0.78,0.29,0.16,,2,,
2019,April,871,Grieg Seafood BC,Barnes Bay,50.32437,-125.26039,3.2,0,,,,,Fallow,,,
2019,April,1300,MOWI Canada West,Althorpe,50.47531,-125.80975,3.2,4,0.36,0.18,0.00,0.01,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2,,
2019,April,790,MOWI Canada West,Chancellor Channel,50.41723,-125.66284,3.2,5,0.48,0.19,1.21,0.10,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2,,
2019,April,1581,MOWI Canada West,Hardwicke post-treatment,50.41339,-125.76974,3.2,1,1.10,0.45,0.02,0.00,In-feed Treatment,2,,
2019,April,1581,MOWI Canada West,Hardwicke pre-treatment,50.41339,-125.76974,3.2,1,4.27,2.15,2.07,1.85,Management action planned (In-feed treatment),2,,
2019,April,100,MOWI Canada West,Lees Bay,50.41063,-125.70029,3.2,4,0.33,0.13,1.38,0.15,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2,,
2019,April,78,MOWI Canada West,Phillips Arm,50.48825,-125.35658,3.2,4,0.18,0.09,0.00,0.05,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2,,
2019,April,1136,MOWI Canada West,Shaw Point,50.48527,-125.88981,3.2,5,5.26,1.88,2.26,0.45,Management action planned (Non-medicinal bath treatment),Brood,,
2019,April,380,MOWI Canada West,Sonora Point,50.42362,-125.30517,3.2,3,0.27,0.14,0.04,0.06,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2,,
2019,April,1144,Cermaq Canada,Burdwood,50.7969,-126.49581,3.3,1,0.38,0.13,0.00,0.12,Count(s) not required (<21 days post in-feed treatment),2,,
2019,April,819,Cermaq Canada,Cecil Island,50.85123,-126.71498,3.3,0,,,,,Count(s) not performed (health management action),1,,
2019,April,458,Cermaq Canada,Cypress Harbour,50.83772,-126.66313,3.3,2,0.77,0.43,0.09,0.36,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",Brood,,
2019,April,869,Cermaq Canada,Maude Island,50.85271,-126.75743,3.3,2,0.51,0.12,0.52,2.11,,2,,
2019,April,728,Cermaq Canada,Sir Edmund Bay,50.83096,-126.59684,3.3,0,,,,,Count(s) not required (<21 days post in-feed treatment),2,,
2019,April,1825,Grieg Seafood BC,Noo-la,50.60799,-126.36301,3.3,2,1.93,0.81,0.66,0.90,,2,,
2019,April,7273,Grieg Seafood BC,Tsa-ya,50.61225,-126.33212,3.3,2,0.96,0.26,1.33,0.70,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2,,
2019,April,1839,Grieg Seafood BC,Wa-kwa,50.60106,-126.34741,3.3,2,0.39,0.09,0.25,0.54,,1,,
2019,April,1586,MOWI Canada West,Doctor Islets,50.65373,-126.28925,3.3,6,0.14,0.04,0.16,0.18,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1,,
2019,April,1618,MOWI Canada West,Humphrey Rock,50.69682,-126.25532,3.3,2,0.00,0.00,0.00,0.01,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1,,
2019,April,143,MOWI Canada West,Larsen Island,50.60175,-126.63284,3.3,1,0.13,0.00,1.45,0.37,Count(s) not performed (health management action),1,,
2019,April,467,MOWI Canada West,Midsummer,50.65784,-126.66298,3.3,0,,,,,Count(s) not required (<4 pens),1,,
2019,April,141,MOWI Canada West,Port Elizabeth,50.67099,-126.47653,3.3,4,0.22,0.09,0.14,0.06,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2,,
2019,April,1059,MOWI Canada West,Sargeaunt Pass,50.67346,-126.18595,3.3,4,0.09,0.02,0.46,0.19,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1,,
2019,April,465,MOWI Canada West,Swanson,50.61871,-126.70473,3.3,6,0.08,0.04,0.09,0.05,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2,,
2019,April,820,MOWI Canada West,Wicklow Point,50.78659,-126.69153,3.3,5,2.48,0.78,5.12,2.25,"Management action planned (In-feed treatment); Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2,,
2019,April,1336,Cermaq Canada,Simmonds Point,50.87791,-126.90153,3.4,1,0.38,0.08,2.51,0.28,Count(s) not performed (health management action),1,,
2019,April,892,MOWI Canada West,Bell Island,50.83242,-127.52057,3.4,5,0.88,0.19,0.44,0.15,,1,,
2019,April,1288,MOWI Canada West,Doyle Island,50.81456,-127.48698,3.4,4,0.23,0.09,0.03,0.02,,2,,
2019,April,1293,MOWI Canada West,Duncan Island,50.8195,-127.55568,3.4,4,0.06,0.03,0.00,0.01,,2,,
2019,April,7053,MOWI Canada West,Ghi ya,50.90078,-127.93638,3.4,4,0.40,0.09,0.21,0.01,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1,,
2019,April,1198,MOWI Canada West,Raynor,50.89253,-127.25359,3.4,4,0.15,0.04,0.68,0.11,,1,,
2019,April,1382,MOWI Canada West,Robertson,50.93155,-127.42258,3.4,3,0.13,0.09,0.00,0.00,,2,,
2019,April,1350,MOWI Canada West,Shelter Bay,50.96555,-127.45345,3.4,0,,,,,Fallow,,,
2019,April,831,MOWI Canada West,Shelter Pass,50.88414,-127.5004,3.4,4,2.68,1.10,1.50,0.46,"Management action planned (Medicinal bath treatment); Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2,,
2019,April,7714,MOWI Canada West,Alexander,52.67648,-128.57494,3.5,3,0.51,0.04,3.48,0.73,,1,,
2019,April,7713,MOWI Canada West,Cougar,52.71993,-128.57432,3.5,0,,,,,Count(s) not required (<4 pens),1,,
2019,April,1691,MOWI Canada West,Kid Bay,52.80048,-128.40111,3.5,5,0.58,0.30,0.55,0.42,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1,,
2019,August,227,Cermaq Canada,Bawden,49.30798,-126.00721,2.3,2,0.39,0.19,5.00,0.22,,1,,
2019,August,1148,Cermaq Canada,Binns Island,49.34182,-125.95328,2.3,2,0.22,0.11,0.64,0.00,,1,,
2019,August,234,Cermaq Canada,Dixon Bay,49.40478,-126.15072,2.3,2,0.31,0.06,0.90,0.34,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1,,
2019,August,1507,Cermaq Canada,Millar Channel,49.37622,-126.09003,2.3,2,0.96,0.29,2.50,1.58,,1,,
2019,August,543,Cermaq Canada,Mussel Rock,49.25925,-125.86762,2.3,1,0.08,0.02,0.07,0.13,,1,,
2019,August,314,Cermaq Canada,Ross Pass,49.32437,-126.04849,2.3,2,0.11,0.02,0.16,0.41,,1,,
2019,August,527,Cermaq Canada,Saranac Island,49.24803,-125.90671,2.3,1,0.04,0.01,0.37,0.39,,1,,
2019,August,1472,Cermaq Canada,West Side,49.27928,-125.83065,2.3,0,,,,,Count(s) not required (<4 pens),1,,
2019,August,1738,Grieg Seafood BC,Atrevida,49.65603,-126.45404,2.4,0,,,,,In-feed treatment; Count(s) not required (<21 days post in-feed treatment),1,,
2019,August,1789,Grieg Seafood BC,Concepcion,49.65923,-126.47587,2.4,1,10.72,7.48,0.05,0.00,In-feed treatment,1,,
2019,August,1762,Grieg Seafood BC,Gore,49.6466,-126.43167,2.4,0,,,,,In-feed treatment; Count(s) not required (<21 days post in-feed treatment),1,,
2019,August,1849,Grieg Seafood BC,Muchalat North,49.64394,-126.33953,2.4,1,12.20,10.72,2.33,0.00,In-feed treatment,1,,
2019,August,1079,Grieg Seafood BC,Steamer,49.8868,-126.7911,2.4,0,,,,,Fallow,,,
2019,August,1705,Grieg Seafood BC,Williamson,49.65623,-126.42849,2.4,1,5.78,2.88,0.00,0.00,In-feed treatment,1,,
2019,August,144,MOWI Canada West,Koskimo,50.45861,-127.88988,2.4,5,6.97,3.19,5.43,3.39,"Medicinal bath treatment; Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1,,
2019,August,1338,MOWI Canada West,Mahatta East,50.4746,-127.78758,2.4,1,2.43,0.95,10.30,0.13,Management action planned (Medicinal bath treatment); Sampling methodology does not meet requirements outlined in licence conditions (<4 pens),1,,
2019,August,1238,MOWI Canada West,Mahatta West,50.469,-127.83538,2.4,5,1.33,0.52,1.58,0.69,"Management action planned (Medicinal bath treatment); Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1,,
2019,August,1237,MOWI Canada West,Monday Rocks,50.48588,-127.87584,2.4,3,4.24,1.64,8.18,5.86,"Management action planned (Medicinal bath treatment); Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1,,
2019,August,1698,Grieg Seafood BC,Ahlstrom,49.7793,-124.15395,3.1,0,,,,,Count(s) not required (<4 pens),1,,
2019,August,1697,Grieg Seafood BC,Culloden,49.79595,-124.10162,3.1,1,0.02,0.00,0.00,0.03,,1,,
2019,August,332,Grieg Seafood BC,Salten,49.61535,-123.83407,3.1,1,0.20,0.02,0.00,0.03,,1,,
2019,August,746,Grieg Seafood BC,Site 13,49.6291,-123.84265,3.1,1,0.08,0.03,0.00,0.15,Sampling methodology does not meet requirements outlined in licence conditions (<4 pens),1,,
2019,August,221,Grieg Seafood BC,Vantage,49.67226,-123.86019,3.1,1,0.17,0.03,0.07,0.02,,1,,
2019,August,303,MOWI Canada West,Glacial Creek,50.01008,-123.90241,3.1,0,,,,,Count(s) not required (broodstock in spawning year),Brood,,
2019,August,1401,Cermaq Canada,Brent Island,50.28613,-125.34917,3.2,1,0.13,0.04,0.00,0.58,,1,,
2019,August,304,Cermaq Canada,Raza Island,50.32159,-125.00882,3.2,0,,,,,Count(s) not required (harvesting),2,,
2019,August,306,Cermaq Canada,Venture Point,50.30241,-125.33778,3.2,2,0.23,0.07,2.69,0.61,,1,,
2019,August,871,Grieg Seafood BC,Barnes Bay,50.32437,-125.26039,3.2,0,,,,,Count(s) not required (<4 pens),1,,
2019,August,1300,MOWI Canada West,Althorpe,50.47531,-125.80975,3.2,4,1.91,0.91,1.70,0.94,"Management action planned (In-feed treatment); Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2,,
2019,August,790,MOWI Canada West,Chancellor Channel,50.41723,-125.66284,3.2,3,0.63,0.27,0.01,0.00,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2,,
2019,August,1581,MOWI Canada West,Hardwicke,50.41339,-125.76974,3.2,4,0.55,0.23,1.60,0.33,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2,,
2019,August,100,MOWI Canada West,Lees Bay,50.41063,-125.70029,3.2,5,3.54,1.52,2.93,0.99,"Harvest pending; Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2,,
2019,August,211,MOWI Canada West,Okisollo,50.30946,-125.31618,3.2,4,1.58,0.26,1.82,2.60,,1,,
2019,August,78,MOWI Canada West,Phillips Arm,50.48825,-125.35658,3.2,0,,,,,Fallow,,,
2019,August,1136,MOWI Canada West,Shaw Point,50.48527,-125.88981,3.2,2,4.50,1.59,1.45,0.27,"Management action planned (In-feed treatment); Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",Brood,,
2019,August,380,MOWI Canada West,Sonora Point,50.42362,-125.30517,3.2,0,,,,,Count(s) not required (harvesting),2,,
2019,August,1144,Cermaq Canada,Burdwood,50.7969,-126.49581,3.3,3,0.24,0.11,0.01,0.24,,2,,
2019,August,458,Cermaq Canada,Cypress Harbour,50.83772,-126.66313,3.3,2,0.42,0.34,0.03,0.01,,Brood,,
2019,August,869,Cermaq Canada,Maude Island,50.85271,-126.75743,3.3,2,0.47,0.29,0.08,0.11,,2,,
2019,August,728,Cermaq Canada,Sir Edmund Bay,50.83096,-126.59684,3.3,1,0.26,0.17,0.00,0.00,,2,,
2019,August,1825,Grieg Seafood BC,Noo-la,50.60799,-126.36301,3.3,1,0.23,0.20,0.00,0.00,,2,,
2019,August,7273,Grieg Seafood BC,Tsa-ya,50.61225,-126.33212,3.3,1,0.12,0.10,0.00,0.00,,2,,
2019,August,1839,Grieg Seafood BC,Wa-kwa,50.60106,-126.34741,3.3,1,0.03,0.03,0.00,0.00,,2,,
2019,August,1586,MOWI Canada West,Doctor Islets,50.65373,-126.28925,3.3,3,0.13,0.06,0.04,0.01,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2,,
2019,August,1618,MOWI Canada West,Humphrey Rock,50.69682,-126.25532,3.3,5,0.11,0.03,0.01,0.00,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1,,
2019,August,143,MOWI Canada West,Larsen Island,50.60175,-126.63284,3.3,5,0.52,0.11,1.30,0.63,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1,,
2019,August,467,MOWI Canada West,Midsummer,50.65784,-126.66298,3.3,4,0.86,0.12,3.00,0.30,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1,,
2019,August,141,MOWI Canada West,Port Elizabeth,50.67099,-126.47653,3.3,0,,,,,Fallow,,,
2019,August,1059,MOWI Canada West,Sargeaunt Pass,50.67346,-126.18595,3.3,4,0.06,0.02,0.01,0.00,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1,,
2019,August,465,MOWI Canada West,Swanson,50.61871,-126.70473,3.3,4,0.81,0.39,1.16,0.61,,2,,
2019,August,739,MOWI Canada West,Upper Retreat,50.72183,-126.5681,3.3,1,0.32,0.03,1.55,0.30,,1,,
2019,August,820,MOWI Canada West,Wicklow Point,50.78659,-126.69153,3.3,4,0.84,0.20,1.00,0.16,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2,,
2019,August,1336,Cermaq Canada,Simmonds Point,50.87791,-126.90153,3.4,0,,,,,Fallow,,,
2019,August,892,MOWI Canada West,Bell Island,50.83242,-127.52057,3.4,0,,,,,Count(s) not required (<4 pens),1,,
2019,August,1288,MOWI Canada West,Doyle Island,50.81456,-127.48698,3.4,2,3.68,1.79,14.48,3.73,Harvest pending,2,,
2019,August,1293,MOWI Canada West,Duncan Island,50.8195,-127.55568,3.4,4,2.00,0.96,4.55,0.55,Harvesting,2,,
2019,August,7053,MOWI Canada West,Ghi ya,50.90078,-127.93638,3.4,0,,,,,In-feed treatment; Count(s) not required (<21 days post in-feed treatment),1,,
2019,August,1198,MOWI Canada West,Raynor,50.89253,-127.25359,3.4,5,1.47,0.29,11.59,3.72,Management action planned (In-feed treatment),1,,
2019,August,1382,MOWI Canada West,Robertson,50.93155,-127.42258,3.4,3,2.71,1.22,23.19,1.44,Harvest pending,2,,
2019,August,831,MOWI Canada West,Shelter Pass,50.88414,-127.5004,3.4,4,0.44,0.22,0.15,0.01,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2,,
2019,August,7714,MOWI Canada West,Alexander,52.67648,-128.57494,3.5,4,5.12,2.29,12.93,1.98,Management action planned (Mechanical removal treatment),1,,
2019,August,7713,MOWI Canada West,Cougar - post-treatment,52.71993,-128.57432,3.5,1,0.59,0.50,2.57,0.00,,1,,
2019,August,7713,MOWI Canada West,Cougar - pre-treatment,52.71993,-128.57432,3.5,2,9.75,4.56,14.68,0.27,Mechanical removal treatment,1,,
2019,August,1691,MOWI Canada West,Kid Bay,52.80048,-128.40111,3.5,2,1.02,0.58,0.00,0.02,,2,,
2019,December,227,Cermaq Canada,Bawden,49.30798,-126.00721,2.3,2,2.20,1.03,0.21,0.11,Mechanical removal treatment,2,,
2019,December,1148,Cermaq Canada,Binns Island - post-treatment,49.34182,-125.95328,2.3,1,1.19,0.84,0.21,0.00,,2,,
2019,December,1148,Cermaq Canada,Binns Island - pre-treatment,49.34182,-125.95328,2.3,1,4.81,2.42,0.06,0.01,Mechanical removal treatment,2,,
2019,December,234,Cermaq Canada,Dixon Bay,49.40478,-126.15072,2.3,2,3.75,2.89,0.41,0.00,Management action planned (Mechanical removal treatment),2,,
2019,December,540,Cermaq Canada,Fortune Channel,49.23503,-125.75174,2.3,2,0.08,0.07,0.26,0.00,,1,,
2019,December,1291,Cermaq Canada,McIntyre Lake,49.30557,-125.81583,2.3,2,0.05,0.00,0.17,0.04,,1,,
2019,December,1507,Cermaq Canada,Millar Channel,49.37622,-126.09003,2.3,2,1.92,1.41,0.04,0.12,,2,,
2019,December,543,Cermaq Canada,Mussel Rock,49.25925,-125.86762,2.3,2,0.83,0.53,0.23,0.13,,1,,
2019,December,314,Cermaq Canada,Ross Pass - post-treatment,49.32437,-126.04849,2.3,1,2.61,1.91,0.06,0.00,,2,,
2019,December,314,Cermaq Canada,Ross Pass - pre-treatment,49.32437,-126.04849,2.3,1,8.89,5.06,0.14,0.03,Mechanical removal treatment,2,,
2019,December,527,Cermaq Canada,Saranac Island,49.24803,-125.90671,2.3,2,0.87,0.57,0.29,0.12,,1,,
2019,December,1472,Cermaq Canada,West Side,49.27928,-125.83065,2.3,2,0.23,0.08,0.20,0.10,,1,,
2019,December,1738,Grieg Seafood BC,Atrevida,49.65603,-126.45404,2.4,2,6.75,4.81,0.62,0.00,Management action planned (Medicinal bath treatment),2,,
2019,December,1789,Grieg Seafood BC,Concepcion,49.65923,-126.47587,2.4,3,12.51,8.10,0.08,0.00,"Management action planned (Medicinal bath treatment); Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2,,
2019,December,1863,Grieg Seafood BC,Esperanza,49.87814,-126.76145,2.4,1,0.00,0.00,0.00,0.00,,1,,
2019,December,1762,Grieg Seafood BC,Gore,49.6466,-126.43167,2.4,2,12.65,9.42,0.38,0.00,Management action planned (Medicinal bath treatment),2,,
2019,December,1862,Grieg Seafood BC,Hecate,49.86799,-126.7573,2.4,1,0.00,0.00,0.02,0.00,,1,,
2019,December,1849,Grieg Seafood BC,Muchalat North,49.64394,-126.33953,2.4,2,5.92,4.89,0.83,0.00,Management action planned (Medicinal bath treatment),2,,
2019,December,1079,Grieg Seafood BC,Steamer,49.8868,-126.7911,2.4,0,,,,,Count(s) not required (<4 pens),1,,
2019,December,1705,Grieg Seafood BC,Williamson,49.65623,-126.42849,2.4,2,5.92,4.36,0.02,0.00,Management action planned (Medicinal bath treatment),2,,
2019,December,144,MOWI Canada West,Koskimo,50.45861,-127.88988,2.4,4,0.38,0.22,0.00,0.08,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2,,
2019,December,1338,MOWI Canada West,Mahatta East,50.4746,-127.78758,2.4,4,1.90,1.31,0.14,0.08,"Management action planned (Medicinal bath treatment); Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2,,
2019,December,1238,MOWI Canada West,Mahatta West,50.469,-127.83538,2.4,4,0.75,0.45,0.02,0.00,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2,,
2019,December,1237,MOWI Canada West,Monday Rocks,50.48588,-127.87584,2.4,4,0.97,0.69,0.01,0.01,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2,,
2019,December,1698,Grieg Seafood BC,Ahlstrom,49.7793,-124.15395,3.1,1,2.63,1.50,0.28,0.92,Management action planned (In-feed treatment),1,,
2019,December,1697,Grieg Seafood BC,Culloden,49.79595,-124.10162,3.1,1,2.14,1.22,0.20,0.72,Management action planned (In-feed treatment),1,,
2019,December,332,Grieg Seafood BC,Salten,49.61535,-123.83407,3.1,1,3.34,1.50,0.83,0.00,In-feed treatment,1,,
2019,December,746,Grieg Seafood BC,Site 13,49.6291,-123.84265,3.1,1,2.25,0.75,0.00,0.00,In-feed treatment; Sampling methodology does not meet requirements outlined in licence conditions (<4 pens),1,,
